fascistic_CHB;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CHB;中国国民党;;;;;;;;;;;;;x
social_conservative_CHB;保皇党;;;;;;;;;;;;;x
market_liberal_CHB;立宪党;;;;;;;;;;;;;x
social_liberal_CHB;维新党;;;;;;;;;;;;;x
social_democrat_CHB;进步党;;;;;;;;;;;;;x
left_wing_radical_CHB;五四运动;;;;;;;;;;;;;x
leninist_CHB;中国工农党;;;;;;;;;;;;;x
stalinist_CHB;中国共产党;;;;;;;;;;;;;x
CJS;中华民国维新政府;;;;;;;;;;;;;x
CJS_ADJ;皇协军的;;;;;;;;;;;;;x
national_socialist_CJS;国家社会主义党;;;;;;;;;;;;;x
fascistic_CJS;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_CJS;中国国民党;;;;;;;;;;;;;x
social_conservative_CJS;保皇党;;;;;;;;;;;;;x
market_liberal_CJS;立宪党;;;;;;;;;;;;;x
social_liberal_CJS;维新党;;;;;;;;;;;;;x
social_democrat_CJS;进步党;;;;;;;;;;;;;x
left_wing_radical_CJS;五四运动;;;;;;;;;;;;;x
leninist_CJS;中国工农党;;;;;;;;;;;;;x
stalinist_CJS;中国共产党;;;;;;;;;;;;;x
WJW;中华民国国民政府;;;;;;;;;;;;;x
WJW_ADJ;皇协军的;;;;;;;;;;;;;x
national_socialist_WJW;国家社会主义党;;;;;;;;;;;;;x
fascistic_WJW;中国青年党;;;;;;;;;;;;;x
paternal_autocrat_WJW;中国国民党;;;;;;;;;;;;;x
social_conservative_WJW;保皇党;;;;;;;;;;;;;x
market_liberal_WJW;立宪党;;;;;;;;;;;;;x
social_liberal_WJW;维新党;;;;;;;;;;;;;x
social_democrat_WJW;进步党;;;;;;;;;;;;;x
left_wing_radical_WJW;五四运动;;;;;;;;;;;;;x
leninist_WJW;中国工农党;;;;;;;;;;;;;x
stalinist_WJW;中国共产党;;;;;;;;;;;;;x
